"tiempo_residencia","max_personas","lugar_habitado","tipo_desague","material_piso","material_techo","material_paredes","problemas_plagas","plagas_cucarachas","plagas_roedores","plagas_otros","num_dormitorios","max_personas"
20,2,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,7
0,4,"Prestado","A pozo negro/ciego","Sin piso/tierra","Lona","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",1,4
16,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Sin piso/tierra","Lona","Trama en madera/tapial de madera","Sí",NA,"Mosquitos",NA,1,2
5,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,6
0,2,"Ocupado/Tomado","A pozo negro/ciego","Sin piso/tierra","Lona","Chapa","Sí",NA,"Mosquitos","Ratas",1,2
5,8,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,8
6,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos","Ratas",1,1
5,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,2
11,6,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,6
5,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,2
18,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,2
0,3,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,3
8,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,5
14,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",3,5
15,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",2,5
13,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,"Ratas",3,5
7,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,2
34,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,4
2,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
57,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
1,2,"Prestado","A pozo negro/ciego","Sin piso/tierra","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,1,2
7,3,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,5
15,2,"Otro","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,2
4,2,"Propio con algún comprobante de tenencia","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
18,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,7
37,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
60,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,1
33,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",5,5
13,4,"Alquilado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,5
22,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,3,3
4,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,3,6
13,1,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,1,1
35,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,6
4,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,5
1,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,1,3
24,3,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
30,1,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,1,1
12,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,5
6,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
3,6,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,6
4,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
2,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,3
0,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
12,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,5
13,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,2
11,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,6
11,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",3,7
4,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
4,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
9,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
12,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
13,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
3,2,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
5,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,5
15,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
18,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
5,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
4,3,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,6
14,5,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,6
20,4,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,6
3,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
26,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,1
30,2,"Otro","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Caña/adobe","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,3
25,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,3
30,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,2
0,2,"Prestado","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,2
20,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
13,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,4
27,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
32,2,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
14,5,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,5
10,1,"Prestado","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,1,1
9,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",2,5
11,2,"Propio con algún comprobante de tenencia","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,4
3,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,3
18,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
20,1,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,1
3,2,"Prestado","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
1,3,"Alquilado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,3
3,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,2
45,2,"Propio sin títulos","A cámara séptica","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,2
35,3,"Propio sin títulos","A cámara séptica","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,3
16,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",3,6
10,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,3
30,3,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,3
22,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,5
13,9,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,9
36,5,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,6
3,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,6
38,3,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,3
3,5,"Ocupado/Tomado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,7
14,6,"Prestado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,6
20,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
45,6,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,10
1,4,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,4
14,7,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,3,7
13,7,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,7
12,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,4,4
10,2,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,4
1,7,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",1,7
6,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,4,5
13,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Lona","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos",NA,4,8
11,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,4,5
10,2,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,4,6
8,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,7
12,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
7,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","No",NA,NA,NA,2,3
10,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,5
15,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,7
13,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
12,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
1,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,5
15,4,"Propio sin títulos","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,1,4
10,9,"Propio sin títulos","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,1,9
13,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",5,10
4,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,7
7,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
17,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",3,4
10,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,6
25,1,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,1
20,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
28,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,3
3,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
59,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,3
30,4,"Ocupado/Tomado","A pozo negro/ciego","Sin piso/tierra","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,6
7,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
50,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,4,7
1,2,"Alquilado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
15,2,"Ocupado/Tomado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
7,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,4
4,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,5
30,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",3,4
4,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,2
2,4,"Prestado","A pozo negro/ciego","Carpeta de cemento","Caña/adobe","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,6
30,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,5
3,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,5
1,4,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,10
30,1,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,2
40,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,4
3,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,3
0,4,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,4
3,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,4
19,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,6
10,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
12,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",3,5
13,6,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,4
10,10,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,5
7,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,5
5,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Lona","Trama en madera/tapial de madera","Sí",NA,NA,NA,2,6
1,3,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
9,5,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,7
1,4,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,4
15,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,3
28,6,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,6
7,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,3
14,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",5,7
4,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,2
15,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,3
5,2,"Propio sin títulos","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,2
0,6,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,7
5,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,2
7,2,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,3
1,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",4,6
20,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,4
5,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos",NA,1,4
12,7,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,7
28,4,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,4
11,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,3
6,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",2,4
8,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos","Ratas",1,5
32,2,"Alquilado","A pozo negro/ciego","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,5
15,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,3,4
3,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
7,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos","Ratas",1,3
35,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,4
3,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,6
8,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,2
25,4,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",1,4
29,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
1,4,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,6
2,6,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",1,6
